Obs	HORAS_CONSUMO_STREAMING	GASTO_STREAMING
72010	16.66	 $589.35 
72011	14.41	 $366.82 
72012	9.36	 $482.01 
72013	14.38	 $646.31 
72014	17.33	 $485.23 
72015	10.17	 $188.27 
72016	12.31	 $559.97 
72017	16.82	 $795.09 
72018	20.29	" $1,263.60 "
72019	9.7	 $556.57 
72020	15.3	 $572.32 
72021	9.56	 $361.03 
72022	15.43	 $839.32 
72023	14.94	 $424.71 
72024	14.31	 $748.88 
72025	11.5	 $582.40 
72026	13.79	 $541.56 
72027	17.78	 $382.00 
72028	15.21	 $345.31 
72029	17.23	 $233.97 
72030	12.86	" $1,201.53 "
72031	6.47	 $358.50 
72032	10.99	 $345.52 
72033	11.45	 $720.77 
72034	15.56	 $580.59 
72035	12.81	 $444.06 
72036	12.65	 $384.42 
72037	13.55	" $1,132.35 "
72038	16.77	 $653.59 
72039	17.3	 $485.19 
72040	17.87	 $713.97 
72041	13.61	 $646.56 
72042	16.34	 $458.00 
72043	13.82	 $282.75 
72044	12.03	 $394.20 
72045	15.66	 $937.02 
72046	11.98	 $552.95 
72047	12.42	 $327.77 
72048	12.13	 $355.91 
72049	12.27	 $494.04 
72050	17.5	 $363.65 
72051	14.48	 $865.35 
72052	17.49	 $717.45 
72053	17.09	 $785.99 
72054	11.05	 $454.25 
72055	13.24	 $770.29 
72056	13.29	 $890.72 
72057	14.87	 $529.33 
72058	13.44	 $364.04 
72059	12.62	 $351.09 
72060	5.83	 $324.68 
72061	11.08	 $520.03 
72062	12.17	 $688.72 
72063	10.25	 $491.41 
72064	14.39	 $584.99 
72065	9.63	 $494.93 
72066	11.96	 $978.75 
72067	13.29	 $691.86 
72068	16.79	 $460.29 
72069	6.4	 $361.83 
72070	10.08	 $446.09 
72071	9.97	 $413.56 
72072	9.44	 $769.68 
72073	12.14	 $749.59 
72074	10.57	 $403.58 
72075	13.62	 $388.92 
72076	12.38	 $458.47 
72077	9.86	 $401.18 
72078	9.07	 $345.76 
72079	6.1	 $417.68 
72080	13.11	 $472.31 
72081	16.36	 $587.09 
72082	12.14	 $725.61 
72083	11.06	 $263.76 
72084	11.9	 $559.17 
72085	13.63	 $319.67 
72086	8.11	 $465.91 
72087	12.16	 $542.44 
72088	16.01	 $603.20 
72089	14.96	 $325.93 
72090	10.36	 $526.90 
72091	10.73	 $358.09 
72092	10.42	 $388.68 
72093	9.4	 $372.81 
72094	12.99	 $344.83 
72095	13.71	 $246.36 
72096	10.64	 $463.19 
72097	14.39	 $407.91 
72098	13.41	 $441.50 
72099	14.15	 $337.94 
72100	14.58	 $854.78 
72101	18.6	 $751.95 
72102	11.61	 $593.03 
72103	14.11	 $546.18 
72104	13.3	 $261.43 
72105	13.99	 $524.52 
72106	18.31	 $589.59 
72107	14.06	 $683.86 
72108	7.73	 $311.54 
72109	9.24	 $319.77 
72110	15.36	 $773.26 
72111	11.53	 $327.19 
72112	13.69	 $659.68 
72113	15.22	 $411.08 
72114	11.89	 $560.01 
72115	15.4	 $536.93 
72116	9.38	 $443.46 
72117	10.14	 $400.25 
72118	12.9	 $710.98 
72119	12.99	 $408.40 
72120	12.32	 $218.37 
72121	14.42	 $806.98 
72122	12.93	 $792.19 
72123	14.33	 $312.31 
72124	7.88	 $490.44 
72125	11.45	 $324.36 
72126	12.27	 $528.12 
72127	12.26	 $506.89 
72128	14.75	 $318.69 
72129	11.72	 $289.66 
72130	11.38	 $445.85 
72131	11.6	 $341.89 
72132	8.48	 $470.05 
72133	5.52	 $252.96 
72134	10.12	 $216.40 
72135	14.32	 $316.11 
72136	12.78	 $514.07 
72137	11.51	 $553.55 
72138	14.47	 $566.83 
72139	9.87	 $653.79 
72140	17.64	 $882.43 
72141	14.97	 $262.12 
72142	14.61	 $509.43 
72143	13.71	" $1,179.63 "
72144	14	 $276.81 
72145	14.75	 $549.43 
72146	15.47	 $527.25 
72147	15.56	 $275.43 
72148	12.82	 $709.41 
72149	9.43	 $804.41 
72150	13.3	 $750.58 
72151	11.4	 $437.07 
72152	12.44	 $381.07 
72153	15.42	 $474.20 
72154	17.52	 $622.52 
72155	13.57	 $458.82 
72156	14.42	 $623.61 
72157	18.16	 $542.05 
72158	9.22	 $263.84 
72159	10.69	 $405.21 
72160	17.45	 $447.98 
72161	6.7	 $228.03 
72162	14.04	 $408.83 
72163	13.46	 $539.80 
72164	13.3	 $618.84 
72165	11.69	 $433.61 
72166	8.06	 $360.18 
72167	5.72	 $319.32 
72168	14.78	 $196.24 
72169	8.19	 $559.80 
72170	11.83	 $715.50 
72171	11.01	 $480.04 
72172	13.84	 $678.21 
72173	12.48	 $450.75 
72174	11.45	 $503.09 
72175	13.54	 $328.53 
72176	16.76	 $800.14 
72177	11.66	 $344.37 
72178	12.2	 $204.50 
72179	15.92	 $355.94 
72180	15.65	 $328.64 
72181	10.8	 $246.79 
72182	12.51	 $489.89 
72183	11.64	 $840.30 
72184	10.89	 $361.42 
72185	15.37	 $651.93 
72186	12.24	 $707.05 
72187	12.92	 $393.07 
72188	13.78	 $437.44 
72189	9.41	 $311.99 
72190	10.65	 $634.91 
72191	12.8	 $578.04 
72192	12.77	 $755.07 
72193	20.56	 $791.22 
72194	9.55	 $276.92 
72195	8.41	 $454.18 
72196	12.48	 $487.83 
72197	10.61	 $552.96 
72198	17.1	 $600.37 
72199	3.1	 $355.23 
72200	15.66	" $1,334.77 "
72201	13.69	 $276.80 
72202	12.25	 $673.09 
72203	12.93	 $450.58 
72204	12.92	 $941.70 
72205	8.8	 $253.08 
72206	12.72	 $480.53 
72207	12.11	 $346.61 
72208	13.32	 $354.77 
72209	11.31	 $325.69 
72210	14.03	 $472.12 
72211	11.91	 $588.58 
72212	17.15	 $929.57 
72213	13	 $503.11 
72214	16.21	 $348.77 
72215	12.83	 $718.49 
72216	10.99	 $378.21 
72217	15.31	 $470.86 
72218	7.65	 $643.78 
72219	5.65	 $396.51 
72220	5.68	 $370.16 
72221	10.64	 $529.48 
72222	15.79	 $590.92 
72223	13.09	 $516.19 
72224	15.38	 $500.17 
72225	11.26	 $358.09 
72226	12.15	 $468.20 
72227	8.47	 $361.60 
72228	12.88	 $389.62 
72229	9.64	 $206.59 
72230	10.9	 $625.10 
72231	13.3	 $570.04 
72232	10.26	 $381.89 
72233	6.23	 $410.75 
72234	10.56	 $425.70 
72235	12.39	 $450.76 
72236	13.68	 $516.85 
72237	15.54	 $316.64 
72238	11.51	 $488.63 
72239	13.86	 $536.05 
72240	10.47	 $504.53 
72241	11.63	 $597.55 
72242	12.95	 $745.43 
72243	14.76	 $300.32 
72244	12.37	 $439.82 
72245	11.3	 $658.09 
72246	11.56	 $812.64 
72247	11.24	 $712.11 
72248	10.77	 $559.66 
72249	13.66	 $620.79 
72250	9.45	 $617.28 
72251	15.07	 $346.53 
72252	16.55	 $796.88 
72253	12.75	 $345.89 
72254	14.04	 $397.19 
72255	15.48	 $434.09 
72256	18.61	 $585.80 
72257	8.33	 $417.38 
72258	12.09	 $421.34 
72259	14.33	 $371.97 
72260	7.5	 $338.11 
72261	9.74	 $255.03 
72262	10.33	 $396.39 
72263	17.16	 $852.80 
72264	8.8	 $732.00 
72265	21.54	 $619.15 
72266	16.59	 $360.78 
72267	11.51	 $240.41 
72268	18.73	 $777.60 
72269	10.95	 $300.08 
72270	13.5	 $490.91 
72271	18.8	 $429.85 
72272	10.94	 $217.08 
72273	9.34	 $322.35 
72274	10.66	 $298.64 
72275	12.45	 $313.88 
72276	15.28	 $753.29 
72277	11.26	 $325.88 
72278	12.75	 $432.87 
72279	12.78	 $268.13 
72280	15.01	 $942.13 
72281	7.85	 $539.37 
72282	13.49	 $510.88 
72283	9.77	 $207.00 
72284	19.8	 $904.17 
72285	11.5	 $383.45 
72286	13.43	 $449.01 
72287	9.69	 $583.33 
72288	10.35	 $205.57 
72289	16.33	 $465.34 
72290	16.02	 $579.40 
72291	10.77	 $373.08 
72292	9.55	 $358.46 
72293	17.96	 $771.88 
72294	13.75	 $562.42 
72295	12.43	 $484.50 
72296	7.11	 $480.42 
72297	14.67	 $398.56 
72298	17.68	 $489.67 
72299	16.66	" $1,151.50 "
72300	16.94	 $711.53 
72301	16.71	" $1,088.94 "
72302	13.12	 $761.82 
72303	22.3	" $2,152.23 "
72304	11.26	 $633.58 
72305	12.68	 $301.30 
72306	10.15	 $424.44 
72307	10.58	 $874.49 
72308	8.03	 $492.91 
72309	13.41	 $287.24 
72310	15.92	 $560.69 
72311	13.02	 $344.71 
72312	18.23	 $627.99 
72313	17.47	 $366.16 
72314	13.13	 $617.79 
72315	15.06	 $727.08 
72316	16.14	 $798.35 
72317	14.1	 $436.72 
72318	8.99	 $687.89 
72319	18.85	 $655.66 
72320	8.67	 $383.85 
72321	9.55	 $700.10 
72322	11.81	 $409.36 
72323	19.13	" $1,149.82 "
72324	5.06	 $678.50 
72325	9.02	 $196.56 
72326	5.72	 $433.64 
72327	9.86	 $300.89 
72328	13.92	 $318.07 
72329	14.95	 $313.25 
72330	12.05	 $793.77 
72331	14.07	 $466.37 
72332	14.02	 $401.30 
72333	12.6	 $533.31 
72334	11.36	 $505.11 
72335	17.73	 $826.03 
72336	15.31	 $542.27 
72337	12.86	 $812.48 
72338	12.2	 $355.59 
72339	12.61	 $662.05 
72340	10.54	 $371.96 
72341	14.38	 $339.77 
72342	12.94	 $772.29 
72343	15.32	 $564.49 
72344	10.72	 $941.88 
72345	9.75	 $317.43 
72346	15.18	 $412.65 
72347	10.41	 $459.32 
72348	15.24	" $1,115.75 "
72349	15.38	 $338.27 
72350	14.86	 $894.60 
72351	15.27	 $356.39 
72352	14.2	 $549.73 
72353	16.35	 $587.70 
72354	13.52	 $769.87 
72355	11.19	 $436.08 
72356	14.13	 $525.14 
72357	10.33	 $332.65 
72358	14.44	 $252.82 
72359	16.15	 $357.39 
72360	11.53	" $1,300.41 "
72361	15.04	 $458.75 
72362	11.85	 $454.24 
72363	7.91	 $431.03 
72364	8.23	 $320.24 
72365	17.86	 $562.79 
72366	11.05	 $773.69 
72367	14.65	" $1,008.14 "
72368	12.04	 $620.57 
72369	11.65	 $221.03 
72370	8.28	 $261.37 
72371	8.04	 $607.65 
72372	7.66	 $491.78 
72373	14.1	 $560.33 
72374	14.06	 $659.24 
72375	10.92	 $566.40 
72376	11.55	 $389.39 
72377	10.87	 $312.14 
72378	14.17	 $872.08 
72379	10.03	 $394.51 
72380	13.02	 $579.75 
72381	12.03	 $499.12 
72382	13.33	 $678.49 
72383	10.99	 $263.96 
72384	20.31	 $573.82 
72385	13.16	 $803.45 
72386	11.01	 $389.74 
72387	14.85	 $239.86 
72388	7.6	 $330.40 
72389	8.14	 $564.43 
72390	12.06	 $457.18 
72391	8.55	 $420.26 
72392	15.68	 $374.02 
72393	13	 $396.41 
72394	6.11	 $570.91 
72395	11.18	 $365.37 
72396	6.04	 $207.33 
72397	9.45	 $301.79 
72398	6.2	 $219.46 
72399	14.58	 $403.81 
72400	8.83	 $418.79 
72401	11.89	 $375.51 
72402	9.13	 $637.96 
72403	8.97	 $600.98 
72404	13.88	 $535.82 
72405	6.98	 $434.79 
72406	9.42	 $485.01 
72407	7.77	 $403.20 
72408	10.63	 $351.66 
72409	10.55	 $536.46 
72410	16.35	 $569.35 
72411	11.06	 $218.79 
72412	16.08	 $432.67 
72413	12.64	 $363.17 
72414	14.44	 $300.73 
72415	12.61	 $512.52 
72416	9.75	 $402.90 
72417	8.85	 $289.19 
72418	13.26	" $1,108.21 "
72419	8.39	 $389.00 
72420	8.85	 $660.66 
72421	11.88	 $342.72 
72422	18.47	 $936.29 
72423	15.15	 $267.95 
72424	18.93	 $356.38 
72425	6.75	 $207.06 
72426	14.48	 $782.20 
72427	11.22	 $375.21 
72428	13.36	 $364.96 
72429	12.7	 $447.83 
72430	10.17	 $626.98 
72431	11.46	 $693.23 
72432	9.86	 $842.55 
72433	13.64	 $732.41 
72434	10.94	 $569.54 
72435	14.4	 $806.62 
72436	17.19	 $669.79 
72437	12.29	 $611.82 
72438	10.5	 $374.98 
72439	13.4	 $402.37 
72440	13.56	 $505.01 
72441	14	 $235.55 
72442	10.79	 $369.92 
72443	9.14	 $265.46 
72444	20.59	 $888.23 
72445	11.97	 $522.68 
72446	11.04	 $432.26 
72447	5.97	 $214.74 
72448	14.61	 $565.30 
72449	12.06	 $888.76 
72450	12.22	 $400.51 
72451	14.22	 $372.83 
72452	9.78	 $319.51 
72453	7.08	 $349.65 
72454	20.18	" $1,382.32 "
72455	14.56	 $702.54 
72456	12.7	 $654.75 
72457	15.84	" $1,206.07 "
72458	10.34	 $600.49 
72459	11.87	 $689.49 
72460	15.94	 $663.76 
72461	18.4	 $848.78 
72462	13.98	 $277.02 
72463	13.19	 $504.87 
72464	16.41	" $1,089.20 "
72465	14.27	 $349.03 
72466	15.41	 $767.35 
72467	15.8	 $754.64 
72468	16.34	 $556.59 
72469	14.42	 $260.13 
72470	14.9	 $471.15 
72471	8.53	 $370.09 
72472	12.03	 $599.42 
72473	13.62	 $420.56 
72474	12.86	 $586.90 
72475	10.38	 $598.66 
72476	10.46	 $590.49 
72477	16.15	 $380.09 
72478	13.38	 $653.01 
72479	8.93	 $369.43 
72480	12.44	 $433.62 
72481	10.92	 $627.04 
72482	15.17	 $564.93 
72483	16.59	 $430.03 
72484	14.87	 $832.16 
72485	12.99	 $882.36 
72486	10.73	 $486.98 
72487	8.64	 $508.52 
72488	6.21	 $279.69 
72489	15.8	 $652.93 
72490	15.67	 $677.27 
72491	12.69	 $326.85 
72492	10.8	 $301.12 
72493	9.8	 $564.13 
72494	13.93	 $230.87 
72495	13.15	 $453.08 
72496	7.55	 $376.85 
72497	17.5	 $759.67 
72498	11.84	" $1,140.82 "
72499	15.6	 $595.06 
72500	14.53	 $411.14 
72501	7.67	 $742.73 
72502	2.37	 $305.12 
72503	8.76	 $411.58 
72504	10.92	 $626.67 
72505	11.86	 $339.85 
72506	7.47	 $451.11 
72507	9.78	 $620.41 
72508	12.4	 $574.54 
72509	14.37	 $587.86 
72510	10.38	 $399.02 
72511	14.66	 $930.01 
72512	16.15	 $545.35 
72513	10.33	 $472.07 
72514	14.31	 $395.95 
72515	14.19	 $367.94 
72516	17.57	" $1,056.31 "
72517	9.36	 $282.37 
72518	12.34	 $382.41 
72519	12.38	 $375.02 
72520	9.41	 $549.68 
72521	8.59	 $450.21 
72522	15.79	 $356.47 
72523	14.28	 $743.83 
72524	14.02	 $674.44 
72525	13.96	 $508.38 
72526	14.72	 $342.06 
72527	13.09	 $286.95 
72528	11.91	 $460.92 
72529	12.9	 $348.34 
72530	8.19	 $413.93 
72531	12.53	 $165.63 
72532	12.44	 $278.91 
72533	12.13	 $323.75 
72534	13.9	 $447.38 
72535	12.56	 $149.45 
72536	14.35	 $717.63 
72537	10.52	 $622.64 
72538	19.15	" $1,139.79 "
72539	12.07	 $448.32 
72540	8.78	 $197.65 
72541	10.67	 $434.17 
72542	9.63	 $424.61 
72543	14.65	 $454.59 
72544	8.79	 $385.80 
72545	10.3	 $422.49 
72546	11.25	 $385.97 
72547	6.38	 $470.92 
72548	12.61	 $386.25 
72549	13.89	 $356.78 
72550	6.65	 $735.53 
72551	9.23	 $402.14 
72552	13.46	 $648.86 
72553	20.28	 $704.48 
72554	12.09	 $481.90 
72555	19.95	 $288.62 
72556	9.17	 $212.02 
72557	15.65	 $382.18 
72558	8.7	 $315.62 
72559	17.69	 $870.13 
72560	9.67	 $444.73 
72561	8.07	 $526.53 
72562	17.65	 $338.71 
72563	12.62	 $496.91 
72564	13.88	 $490.18 
72565	14.59	 $395.21 
72566	10.63	 $821.66 
72567	5.45	 $265.86 
72568	9.16	 $373.06 
72569	11.91	 $616.56 
72570	13.68	 $474.49 
72571	6.94	 $388.83 
72572	10.62	 $223.36 
72573	11.55	 $388.35 
72574	14.65	 $927.58 
72575	14.82	 $808.13 
72576	12.04	 $580.19 
72577	9	 $721.00 
72578	15.71	" $1,240.01 "
72579	10.18	 $276.83 
72580	16.23	" $1,239.30 "
72581	15.84	 $568.50 
72582	8.47	 $495.76 
72583	14.01	 $598.47 
72584	15.21	 $543.50 
72585	9.03	 $537.65 
72586	11.69	 $144.49 
72587	9.29	 $268.27 
72588	11.53	 $454.86 
72589	7.53	 $334.02 
72590	7.97	 $606.12 
72591	17.75	 $564.93 
72592	13.52	 $582.93 
72593	15.91	" $1,223.29 "
72594	14.01	 $403.40 
72595	11.18	 $670.35 
72596	12.08	 $896.58 
72597	14.31	 $714.69 
72598	10.92	 $451.28 
72599	8.41	 $672.28 
72600	10.8	 $312.40 
72601	14.04	 $809.90 
72602	10.89	 $295.60 
72603	12.67	 $372.43 
72604	15.25	" $1,114.37 "
72605	11.52	 $394.18 
72606	10.93	 $590.12 
72607	3.26	 $260.33 
72608	4.77	 $413.56 
72609	9.31	 $418.30 
72610	14.68	 $638.80 
72611	11.86	 $553.09 
72612	15.51	 $541.78 
72613	12.7	 $208.83 
72614	15.79	 $836.16 
72615	10.81	 $555.77 
72616	11.17	 $632.92 
72617	14.74	 $419.14 
72618	11.59	 $311.51 
72619	16.99	 $382.44 
72620	9.9	 $428.18 
72621	18.19	 $305.99 
72622	15.52	 $737.35 
72623	14.64	 $236.25 
72624	14.11	 $626.15 
72625	12.9	 $761.65 
72626	10.88	 $416.78 
72627	7.72	 $317.63 
72628	5.67	 $352.83 
72629	15.08	 $864.11 
72630	13.88	 $764.08 
72631	11.61	 $306.01 
72632	13.19	 $471.61 
72633	14.13	 $592.82 
72634	11.05	 $441.82 
72635	10.22	 $878.86 
72636	13.5	 $388.13 
72637	11.45	 $162.08 
72638	11.14	 $631.03 
72639	15.25	 $576.85 
72640	9.27	 $733.31 
72641	8.46	 $595.28 
72642	16.92	 $740.57 
72643	9.94	 $316.58 
72644	13.09	 $347.16 
72645	11.68	 $387.96 
72646	11.39	 $306.26 
72647	15.26	 $934.68 
72648	18.54	 $753.91 
72649	9.18	 $528.66 
72650	13.6	 $516.32 
72651	9.38	 $313.64 
72652	11.13	 $479.05 
72653	10.77	 $485.68 
72654	11.23	 $471.91 
72655	10.22	 $365.38 
72656	14.02	 $252.38 
72657	10.04	 $528.18 
72658	17.47	 $811.53 
72659	14.82	 $318.73 
72660	18.9	 $536.45 
72661	11.16	 $583.17 
72662	16.62	 $606.87 
72663	12.13	 $712.15 
72664	6.76	 $327.12 
72665	12.36	 $545.54 
72666	13.56	 $705.98 
72667	17.77	" $1,336.14 "
72668	14.93	" $1,186.38 "
72669	9.96	 $616.51 
72670	16.33	 $331.29 
72671	14.7	 $428.65 
72672	13.35	 $589.56 
72673	8.98	 $521.62 
72674	14.39	 $696.64 
72675	14.79	 $343.58 
72676	14.67	 $415.28 
72677	11.55	 $591.86 
72678	14.16	 $461.38 
72679	15.92	 $424.82 
72680	8.18	 $475.82 
72681	12.22	 $469.37 
72682	14.66	 $637.79 
72683	14.15	 $457.93 
72684	12.32	 $341.58 
72685	13.12	 $576.36 
72686	12.18	 $571.82 
72687	17.88	 $359.03 
72688	13.02	 $521.50 
72689	17.76	 $842.78 
72690	12.89	 $494.19 
72691	12.35	 $921.74 
72692	13.39	 $977.43 
72693	7.66	 $471.14 
72694	9.99	 $631.77 
72695	16.41	 $359.48 
72696	13.19	 $591.04 
72697	6.28	 $697.42 
72698	13.93	 $778.58 
72699	16.4	 $392.12 
72700	13.39	 $468.37 
72701	14.41	 $523.59 
72702	8.91	 $299.63 
72703	13.04	 $360.25 
72704	12.37	 $287.23 
72705	11.04	 $761.12 
72706	16.65	 $567.76 
72707	12.36	 $948.68 
72708	11.59	 $438.20 
72709	13.61	 $413.68 
72710	15.28	" $1,158.47 "
72711	11.83	 $650.81 
72712	11.79	 $714.30 
72713	13.06	 $484.30 
72714	12.22	 $495.62 
72715	10.92	 $395.13 
72716	11.79	 $540.06 
72717	12.96	 $362.03 
72718	12.54	 $638.20 
72719	14.15	 $466.00 
72720	13.99	 $678.65 
72721	17.9	 $667.86 
72722	13.3	 $683.62 
72723	13.5	 $273.90 
72724	14.34	 $805.48 
72725	17.37	 $561.30 
72726	15.36	 $806.67 
72727	3.12	 $325.15 
72728	9.82	 $503.78 
72729	16	 $602.16 
72730	11.42	 $323.27 
72731	7.85	 $323.58 
72732	8.68	 $420.39 
72733	12.4	 $693.81 
72734	12.56	 $292.74 
72735	13.22	 $810.96 
72736	12.76	 $932.42 
72737	9.03	 $654.20 
72738	11.67	 $419.58 
72739	13.84	 $607.98 
72740	9.58	 $239.88 
72741	16.3	 $826.54 
72742	14.66	 $395.19 
72743	11.22	 $321.29 
72744	10.71	 $582.35 
72745	15.11	 $587.20 
72746	16.2	 $975.71 
72747	14.91	 $655.68 
72748	5.43	 $527.61 
72749	8.17	 $646.44 
72750	16.74	 $332.18 
72751	10.42	 $695.06 
72752	17.85	 $466.10 
72753	11.22	 $359.93 
72754	9.71	 $541.10 
72755	14.37	 $370.72 
72756	13.35	 $781.77 
72757	10.31	 $830.04 
72758	9.17	 $519.28 
72759	14.03	 $652.98 
72760	12.12	 $780.05 
72761	10.27	 $291.37 
72762	11.99	 $727.14 
72763	10.26	 $665.69 
72764	13.61	 $540.92 
72765	10.41	 $683.70 
72766	10.4	 $262.96 
72767	13.05	 $752.34 
72768	8.35	 $337.57 
72769	6.1	 $494.80 
72770	15.11	 $721.37 
72771	7.32	 $331.18 
72772	10.35	 $498.02 
72773	21.75	 $666.13 
72774	7.12	 $304.03 
72775	11.32	 $407.01 
72776	11.07	 $441.09 
72777	5.87	 $172.57 
72778	10.42	 $563.78 
72779	13.25	 $595.97 
72780	8.85	 $738.63 
72781	14.63	 $294.27 
72782	12.36	 $417.40 
72783	12.86	 $519.90 
72784	15.44	 $507.13 
72785	10.56	 $606.02 
72786	16.28	 $507.27 
72787	11.77	 $547.01 
72788	8.89	 $612.47 
72789	17.28	 $628.98 
72790	15.77	 $561.57 
72791	10.24	 $263.45 
72792	7.69	 $334.99 
72793	10.01	 $294.21 
72794	12.42	 $392.79 
72795	12.75	 $513.93 
72796	9.22	 $505.66 
72797	15.99	 $454.88 
72798	14.57	 $366.87 
72799	15.9	 $953.79 
72800	12.41	 $392.70 
72801	8.87	 $430.58 
72802	10.28	 $467.72 
72803	14.99	 $698.93 
72804	13.98	 $711.03 
72805	8.12	 $407.16 
72806	13.32	 $429.60 
72807	17.11	 $707.23 
72808	12.38	 $766.23 
72809	9.18	 $821.22 
72810	8.08	 $787.46 
72811	16.04	 $511.14 
72812	7.03	 $509.22 
72813	15.43	 $445.57 
72814	12.81	 $500.33 
72815	12.87	 $343.06 
72816	10.15	 $555.31 
72817	18.04	" $1,524.33 "
72818	16.97	 $277.35 
72819	14.67	 $906.40 
72820	17.41	 $625.08 
72821	12.5	 $524.59 
72822	16.56	 $791.59 
72823	11.5	 $354.41 
72824	14.01	 $844.77 
72825	18.37	 $832.64 
72826	16.64	 $502.23 
72827	13.15	 $461.99 
72828	10.64	 $608.49 
72829	10.72	 $904.51 
72830	13.21	 $650.54 
72831	10.7	 $459.07 
72832	9.11	 $665.47 
72833	14.34	 $361.67 
72834	15.51	 $719.22 
72835	4.85	 $771.82 
72836	9.5	 $451.59 
72837	9.55	 $314.22 
72838	10.77	 $434.41 
72839	10.51	 $499.89 
72840	14.01	 $544.68 
72841	15.7	 $654.76 
72842	12.63	 $679.27 
72843	14.69	 $320.16 
72844	10.9	 $628.73 
72845	13.22	 $562.65 
72846	11.53	 $331.84 
72847	13.7	 $930.61 
72848	11.84	 $916.51 
72849	13.09	 $306.98 
72850	10.25	 $301.82 
72851	10.72	 $874.80 
72852	11.75	 $267.08 
72853	13	 $649.99 
72854	10.67	 $247.55 
72855	14.88	 $317.63 
72856	8.15	 $246.34 
72857	12.36	 $563.92 
72858	15.04	 $231.79 
72859	15.48	 $698.39 
72860	13.69	 $814.20 
72861	14.34	 $271.48 
72862	14.54	 $682.86 
72863	8.29	 $309.63 
72864	15.2	 $478.29 
72865	11.45	 $651.74 
72866	13.56	 $672.34 
72867	8.99	 $388.78 
72868	13.15	 $562.33 
72869	18.53	" $1,041.77 "
72870	7.06	 $414.64 
72871	12.66	 $929.04 
72872	13.17	 $706.36 
72873	12.6	 $534.09 
72874	14.51	 $479.35 
72875	8.88	 $407.18 
72876	14.26	 $422.20 
72877	15.21	 $820.90 
72878	13.33	 $279.79 
72879	16.38	 $751.76 
72880	10.03	 $224.56 
72881	12.11	 $497.52 
72882	13.92	 $655.09 
72883	16.68	 $772.88 
72884	7.68	 $390.53 
72885	7.78	 $458.92 
72886	18.44	 $627.88 
72887	13.07	 $880.20 
72888	10.22	 $386.84 
72889	10.05	 $637.70 
72890	22	" $1,071.92 "
72891	16.12	 $693.32 
72892	16.62	 $930.21 
72893	10.57	 $401.80 
72894	10.38	 $314.77 
72895	17.69	 $564.78 
72896	10.96	 $357.71 
72897	14.2	 $597.87 
72898	8.72	 $406.45 
72899	15.31	 $454.07 
72900	20.22	 $579.16 
72901	11.07	 $322.61 
72902	16.02	 $524.95 
72903	15.72	 $666.75 
72904	6.51	 $381.82 
72905	19.05	 $615.92 
72906	12.82	 $858.26 
72907	10.77	 $417.53 
72908	14.51	 $589.35 
72909	13.2	 $651.86 
72910	9.7	 $507.96 
72911	9.69	 $240.85 
72912	14.49	 $215.98 
72913	14.32	 $347.27 
72914	4.94	 $515.92 
72915	8.51	 $291.87 
72916	10.69	 $192.24 
72917	14.99	 $953.89 
72918	14.32	 $262.35 
72919	12.35	 $564.35 
72920	11.13	 $515.50 
72921	10.15	 $756.26 
72922	18.77	 $545.59 
72923	18.02	 $207.64 
72924	12.92	 $245.12 
72925	13.61	 $295.62 
72926	13.53	 $552.65 
72927	12.43	 $421.35 
72928	6.05	 $281.74 
72929	13.7	 $502.82 
72930	15.71	 $671.53 
72931	10.81	 $625.26 
72932	14.44	 $660.33 
72933	17.21	 $560.16 
72934	11.22	 $771.05 
72935	11.77	 $490.31 
72936	10.08	 $301.42 
72937	15.35	 $384.26 
72938	11.36	" $1,103.65 "
72939	14.12	 $653.28 
72940	9.72	 $505.98 
72941	20.06	 $596.59 
72942	13.56	 $782.08 
72943	10.46	 $323.71 
72944	9.86	 $459.67 
72945	14.51	 $766.82 
72946	11.73	 $455.08 
72947	13.03	 $586.42 
72948	12.52	 $439.93 
72949	7	 $417.15 
72950	15.57	 $458.83 
72951	8.7	 $591.64 
72952	11.67	 $507.98 
72953	10.04	 $556.70 
72954	12.27	 $392.68 
72955	8.16	 $359.17 
72956	12.5	 $806.15 
72957	12.03	 $435.26 
72958	11.47	 $311.56 
72959	10.57	 $315.34 
72960	9.87	 $506.23 
72961	15.74	 $486.75 
72962	9.17	 $859.42 
72963	16.12	 $497.85 
72964	15.75	 $344.07 
72965	4.9	 $167.97 
72966	12.7	 $496.09 
72967	13.2	 $398.95 
72968	13.33	 $433.09 
72969	3.55	 $632.53 
72970	13.56	 $435.96 
72971	12.42	 $389.01 
72972	10.12	 $470.62 
72973	18.4	 $916.13 
72974	17.99	 $444.56 
72975	8.67	 $326.05 
72976	19.08	 $609.18 
72977	9.17	 $476.10 
72978	13.13	 $279.18 
72979	8.59	 $496.05 
72980	10.11	 $373.99 
72981	10.35	 $547.59 
72982	12.21	 $736.41 
72983	10.6	 $631.47 
72984	13.59	 $479.02 
72985	13.95	 $479.31 
72986	9.62	 $391.15 
72987	11.05	 $318.86 
72988	7.52	 $200.89 
72989	15.52	 $681.11 
72990	12.86	 $514.63 
72991	15.96	" $1,097.53 "
72992	8.64	 $426.19 
